!gpa-version: 1.1																											
!CVS Version: Revision: 																											
!GOC Validation Date: 06/14/2019																											
!Submission Date: 06/13/2019																											
!																																																				
! GOC version of this file.																											
!																											
!																											
!Project_name: CACAO GONUTS																											
!URL: gowiki.tamu.edu																											
!Contact Email: jimhu@tamu.edu																											
!																											
UniProt	F1RSS8	part_of	GO:0005886	PMID:21251292	IDA			2011-09-19	CACAO		comment=CACAO_COMMENT:In figure 7, the authors demonstrate the presence of porcine RXFP2 on the plasma membrane of porcine oocytes and embryos using immunofluoresence. |comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1950|comment=CACAO_GONUTS_USER:JmicG	plasma membrane	cellular_component	9823.0	Eukaryota	9823.0	Eukaryota	Metazoa	Chordata	Mammalia	<not present>	Suidae	Sus	Sus scrofa (Pig)	Sus scrofa	JmicG	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1950
UniProt	P01348	involved_in	GO:0001832	PMID:21272344	IDA			2011-09-24	CACAO		comment=CACAO_COMMENT:In table 4, the authors demonstrate that the addition of porcine relaxin during in vitro culture increases the number of cells in porcine blastocysts. |comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1951|comment=CACAO_GONUTS_USER:JmicG	blastocyst growth	biological_process	9823.0	Eukaryota	9823.0	Eukaryota	Metazoa	Chordata	Mammalia	<not present>	Suidae	Sus	Sus scrofa (Pig)	Sus scrofa	JmicG	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1951
UniProt	P01348	involved_in	GO:0001556	PMID:21272344	IDA			2011-09-19	CACAO		comment=CACAO_COMMENT:In table 2, the authors demonstrate that the addition of porcine relaxin during in vitro maturation reduced the the proportion of porcine oocytes that retained a germinal vesicle and increased the proportions of porcine oocytes that reach metaphase 2 (MII), both of which are characteristic of oocyte maturation. |comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1952|comment=CACAO_GONUTS_USER:JmicG	oocyte maturation	biological_process	9823.0	Eukaryota	9823.0	Eukaryota	Metazoa	Chordata	Mammalia	<not present>	Suidae	Sus	Sus scrofa (Pig)	Sus scrofa	JmicG	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1952
UniProt	P01348	involved_in	GO:0030317	PMID:16926527	IDA			2011-09-20	CACAO		comment=CACAO_COMMENT:In figure 1, the authors demonstrate that the addition of porcine relaxin increases the motility of boar spermatozoa.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1958|comment=CACAO_GONUTS_USER:JmicG	flagellated sperm motility	biological_process	9823.0	Eukaryota	9823.0	Eukaryota	Metazoa	Chordata	Mammalia	<not present>	Suidae	Sus	Sus scrofa (Pig)	Sus scrofa	JmicG	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1958
UniProt	P01348	involved_in	GO:0046326	PMID:16926527	IDA			2011-09-21	CACAO		comment=CACAO_COMMENT:In figure 2, the authors demonstrate that the addition of porcine relaxin increases the glucose import in boar spermatozoa.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1959|comment=CACAO_GONUTS_USER:JmicG	positive regulation of glucose import	biological_process	9823.0	Eukaryota	9823.0	Eukaryota	Metazoa	Chordata	Mammalia	<not present>	Suidae	Sus	Sus scrofa (Pig)	Sus scrofa	JmicG	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1959
UniProt	P03700	involved_in	GO:0015074	PMID:6444632	IDA			2011-09-20	CACAO		comment=CACAO_COMMENT:Figure:6|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1960|comment=CACAO_GONUTS_USER:Rennymathew60	DNA integration	biological_process	10710.0	Viruses	10710.0	Viruses	<not present>	<not present>	<not present>	Caudovirales	Siphoviridae	Lambdavirus	Escherichia phage lambda (Bacteriophage lambda)	Escherichia virus Lambda	Rennymathew60	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1960
UniProt	P30548	involved_in	GO:0070472	PMID:15647454	IDA			2011-09-25	CACAO		comment=CACAO_COMMENT:from figure 1 increasing amounts of NK1 were added to the uterine preparation prior to testing.\nContractile force produced by the longitudinally oriented smooth muscle fibers was recorded by a Grass FT03 force transducer connected to a MacLab data acquisition system.\nUterine preparations treated with larger amounts of NK1 displayed increased levels of contraction.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1965|comment=CACAO_GONUTS_USER:Gamertmac	regulation of uterine smooth muscle contraction	biological_process	10090.0	Eukaryota	10090.0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus (Mouse)	Mus musculus	Gamertmac	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1965
UniProt	O15118	involved_in	GO:0046718	PMID:21866103	IMP			2011-09-20	CACAO		comment=CACAO_COMMENT:Fig. 4D|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1966|comment=CACAO_GONUTS_USER:Oherrera	viral entry into host cell	biological_process	9606.0	Eukaryota	9606.0	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens (Human)	Homo sapiens	Oherrera	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1966
UniProt	O35604	involved_in	GO:0046718	PMID:21866103	IMP			2011-09-20	CACAO		comment=CACAO_COMMENT:Fig. 4|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1967|comment=CACAO_GONUTS_USER:Oherrera	viral entry into host cell	biological_process	10090.0	Eukaryota	10090.0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus (Mouse)	Mus musculus	Oherrera	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1967
UniProt	P30549	involved_in	GO:0070472	PMID:15647454	IDA			2011-09-25	CACAO		comment=CACAO_COMMENT:from figure 1 increasing amounts of NK2 were added to the uterine preparation prior to testing. Contractile force produced by the longitudinally oriented smooth muscle fibers was recorded by a Grass FT03 force transducer connected to a MacLab data acquisition system. Uterine preparations treated with larger amounts of NK2 displayed increased levels of contraction.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1969|comment=CACAO_GONUTS_USER:Gamertmac	regulation of uterine smooth muscle contraction	biological_process	10090.0	Eukaryota	10090.0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus (Mouse)	Mus musculus	Gamertmac	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1969
UniProt	Q66862	enables	GO:0016887	PMID:10559333	IDA			2011-09-20	CACAO		comment=CACAO_COMMENT:Figure 6|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1970|comment=CACAO_GONUTS_USER:Rennymathew60	ATPase activity	molecular_function	291604.0	Viruses	291604.0	Viruses	<not present>	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus (isolate SV292-88) (FBNYV)	Faba bean necrotic yellows virus	Rennymathew60	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1970
UniProt	Q66862	enables	GO:0016779	PMID:10559333	IDA			2011-09-20	CACAO		comment=CACAO_COMMENT:Figure 4|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1971|comment=CACAO_GONUTS_USER:Rennymathew60	nucleotidyltransferase activity	molecular_function	291604.0	Viruses	291604.0	Viruses	<not present>	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus (isolate SV292-88) (FBNYV)	Faba bean necrotic yellows virus	Rennymathew60	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1971
UniProt	D0Z953	involved_in	GO:0009103	PMID:20938646	IMP			2011-09-20	CACAO		comment=CACAO_COMMENT:Figure 2C confirmed that WaaL was involved in the LPS biosynthesis in Edwardsiella tarda. \n|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1973|comment=CACAO_GONUTS_USER:Chrispond	lipopolysaccharide biosynthetic process	biological_process	498217.0	Bacteria	498217.0	Bacteria	<not present>	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda (strain EIB202)	Edwardsiella tarda	Chrispond	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1973
UniProt	P84996	involved_in	GO:0009966	PMID:12719376	IMP			2011-09-21	CACAO		comment=CACAO_COMMENT:Figure 5A demonstrates the relationship between ALEX and XLalphas for the wild-type and mutant phenotype.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1974|comment=CACAO_GONUTS_USER:AlexFrancis	regulation of signal transduction	biological_process	9606.0	Eukaryota	9606.0	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens (Human)	Homo sapiens	AlexFrancis	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1974
UniProt	P19642	involved_in	GO:0009758	PMID:1856179	IGI	UniProtKB:P0A6V8|UniProtKB:P69786|UniProtKB:P69805		2011-09-25	CACAO		comment=CACAO_COMMENT:Table 3 shows utilization of glucose in a mutant|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1976|comment=CACAO_GONUTS_USER:Emlarkin03	carbohydrate utilization	biological_process	83333.0	Bacteria	83333.0	Bacteria	<not present>	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli (strain K12)	Escherichia coli	Emlarkin03	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1976
UniProt	Q66862	involved_in	GO:0019071	PMID:10559333	IDA			2011-09-20	CACAO		comment=CACAO_COMMENT:Figure:4B|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1977|comment=CACAO_GONUTS_USER:Rennymathew60	viral DNA cleavage involved in viral genome maturation	biological_process	291604.0	Viruses	291604.0	Viruses	<not present>	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus (isolate SV292-88) (FBNYV)	Faba bean necrotic yellows virus	Rennymathew60	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1977
UniProt	P03718	enables	GO:0032067	PMID:17188297	IMP			2011-09-25	CACAO		comment=CACAO_COMMENT:Figure 2, Figure 4. IPI protects wtT4 DNA, from GmrSD that digest DNAs.  Agarose gel stained with ethidium bromide showed the activity of wtT4 with IPI. |comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1978|comment=CACAO_GONUTS_USER:Pinarte11	type IV site-specific deoxyribonuclease activity	molecular_function	10665.0	Viruses	10665.0	Viruses	<not present>	<not present>	<not present>	Caudovirales	Myoviridae	Tequatrovirus	Enterobacteria phage T4 (Bacteriophage T4)	Escherichia virus T4	Pinarte11	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1978
UniProt	Q9I2Q1	enables	GO:0070011	PMID:21776080	IMP			2011-09-25	CACAO		comment=CACAO_COMMENT:Figure 1-b shows that Tse-1 acts as a peptidase.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1980|comment=CACAO_GONUTS_USER:Taustin	peptidase activity, acting on L-amino acid peptides	molecular_function	208964.0	Bacteria	208964.0	Bacteria	<not present>	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 /JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	Pseudomonas aeruginosa	Taustin	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1980
UniProt	Q9UBK5	involved_in	GO:0006468	PMID:10528161	IGI	UniProtKB:P31749|UniProtKB:P27986		2011-09-21	CACAO		comment=CACAO_COMMENT:Fig 5A Shows that KAP10 cross-linking leads to Akt (PKB/RAC) phosphrylation\nFig 5B shows that KAP10 is dependant upon PI-3 Kinase for phosphorylation activity to occur.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1981|comment=CACAO_GONUTS_USER:AlexFrancis	protein phosphorylation	biological_process	9606.0	Eukaryota	9606.0	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens (Human)	Homo sapiens	AlexFrancis	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1981
UniProt	P16621	enables	GO:0004725	PMID:21931847	IDA			2011-09-21	CACAO		comment=CACAO_COMMENT:Figure 2a/b/h/j. Phosphatase activity and substrate recognition features of the different DLAR constructs.|comment=CACAO_GONUTS_URL:http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1982|comment=CACAO_GONUTS_USER:Mdao3	protein tyrosine phosphatase activity	molecular_function	7227.0	Eukaryota	7227.0	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster (Fruit fly)	Drosophila melanogaster	Mdao3	http://gowiki.tamu.edu/wiki/index.php/Special:CACAO/annotation/1982
